"contig.name";"ssr.no";"ssr.type";"ssr.seq";"ssr.size";"ssr.start";"ssr.end";"MatchID";"contig.length";"geneID";"goTerm";"cellular.components";"biological.processes";"molecular.functions";"keywords"
"AgU003302_v1.1";"1";"p2";"(GT)5";"10";114;123;"AgU003302";1570;"TNF13_HUMAN";"GO:0005737 // GO:0005829 // GO:0009897 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0005654 // GO:0005102 // GO:0010467 // GO:0002426 // GO:0008284 // GO:0002636 // GO:0048298 // GO:0043488 // GO:0007165 // GO:0033209";"gene expression (GO:0010467);immunoglobulin production in mucosal tissue (GO:0002426);positive regulation of cell proliferation (GO:0008284);positive regulation of germinal center formation (GO:0002636);positive regulation of isotype switching to IgA isotypes (GO:0048298);regulation of mRNA stability (GO:0043488);signal transduction (GO:0007165);tumor necrosis factor-mediated signaling pathway (GO:0033209);";"receptor binding (GO:0005102);";"cytoplasm (GO:0005737);cytosol (GO:0005829);external side of plasma membrane (GO:0009897);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);nucleoplasm (GO:0005654);";"3D-structure;Alternative splicing;Cleavage on pair of basic residues;Complete proteome;Cytokine;Disulfide bond;Glycoprotein;Immunity;Polymorphism;Reference proteome;Secreted.;"
"AgU003381_v1.1";"1";"p3";"(TTC)5";"15";131;145;"AgU003381";1551;"OTU7B_HUMAN";"GO:0005737 // GO:0005634 // GO:0008234 // GO:0003677 // GO:0070530 // GO:1990380 // GO:0004843 // GO:0008270 // GO:0002385 // GO:0043124 // GO:0032717 // GO:1900181 // GO:0000122 // GO:0071947 // GO:0035871 // GO:0071108 // GO:0070536 // GO:0050727 // GO:0045088";"mucosal immune response (GO:0002385);negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124);negative regulation of interleukin-8 production (GO:0032717);negative regulation of protein localization to nucleus (GO:1900181);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947);protein K11-linked deubiquitination (GO:0035871);protein K48-linked deubiquitination (GO:0071108);protein K63-linked deubiquitination (GO:0070536);regulation of inflammatory response (GO:0050727);regulation of innate immune response (GO:0045088);";"cysteine-type peptidase activity (GO:0008234);DNA binding (GO:0003677);K63-linked polyubiquitin binding (GO:0070530);Lys48-specific deubiquitinase activity (GO:1990380);ubiquitin-specific protease activity (GO:0004843);zinc ion binding (GO:0008270);";"cytoplasm (GO:0005737);nucleus (GO:0005634);";"Alternative splicing;Complete proteome;Cytoplasm;Hydrolase;Immunity;Metal-binding;Nucleus;Phosphoprotein;Protease;Reference proteome;Thiol protease;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU003480_v1.1";"1";"p2";"(AC)5";"10";217;226;"AgU003480";1526;"M3K5_HUMAN";"GO:0005829 // GO:1990604 // GO:1902911 // GO:0005524 // GO:0000287 // GO:0004709 // GO:0042803 // GO:0004672 // GO:0019903 // GO:0007257 // GO:0000186 // GO:0097190 // GO:0070301 // GO:1902170 // GO:0045087 // GO:0070059 // GO:0008631 // GO:0007254 // GO:0000165 // GO:0038066 // GO:0043065 // GO:0043280 // GO:0046330 // GO:0043507 // GO:0045663 // GO:1901216 // GO:0097300 // GO:0006468 // GO:0034976 // GO:0002931 // GO:0016032";"activation of JUN kinase activity (GO:0007257);activation of MAPKK activity (GO:0000186);apoptotic signaling pathway (GO:0097190);cellular response to hydrogen peroxide (GO:0070301);cellular response to reactive nitrogen species (GO:1902170);innate immune response (GO:0045087);intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059);intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631);JNK cascade (GO:0007254);MAPK cascade (GO:0000165);p38MAPK cascade (GO:0038066);positive regulation of apoptotic process (GO:0043065);positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280);positive regulation of JNK cascade (GO:0046330);positive regulation of JUN kinase activity (GO:0043507);positive regulation of myoblast differentiation (GO:0045663);positive regulation of neuron death (GO:1901216);programmed necrotic cell death (GO:0097300);protein phosphorylation (GO:0006468);response to endoplasmic reticulum stress (GO:0034976);response to ischemia (GO:0002931);viral process (GO:0016032);";"ATP binding (GO:0005524);magnesium ion binding (GO:0000287);MAP kinase kinase kinase activity (GO:0004709);protein homodimerization activity (GO:0042803);protein kinase activity (GO:0004672);protein phosphatase binding (GO:0019903);";"cytosol (GO:0005829);IRE1-TRAF2-ASK1 complex (GO:1990604);protein kinase complex (GO:1902911);";"3D-structure;Alternative splicing;Apoptosis;ATP-binding;Coiled coil;Complete proteome;Cytoplasm;Endoplasmic reticulum;Host-virus interaction;Immunity;Innate immunity;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Serine/threonine-protein kinase;Stress response;Transferase;Ubl conjugation.;"
"AgU003551_v1.1";"1";"p3";"(GCA)5";"15";1297;1311;"AgU003551";1519;"CD14_BOVIN";"GO:0031362 // GO:0009897 // GO:0005576 // GO:0046696 // GO:0071222 // GO:0006954 // GO:0045087 // GO:0031663 // GO:0032729 // GO:0032760 // GO:0009617 // GO:0034142";"cellular response to lipopolysaccharide (GO:0071222);inflammatory response (GO:0006954);innate immune response (GO:0045087);lipopolysaccharide-mediated signaling pathway (GO:0031663);positive regulation of interferon-gamma production (GO:0032729);positive regulation of tumor necrosis factor production (GO:0032760);response to bacterium (GO:0009617);toll-like receptor 4 signaling pathway (GO:0034142);";"No_GOMF";"anchored component of external side of plasma membrane (GO:0031362);external side of plasma membrane (GO:0009897);extracellular region (GO:0005576);lipopolysaccharide receptor complex (GO:0046696);";"Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;GPI-anchor;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Lipoprotein;Membrane;Reference proteome;Repeat;Secreted;Signal.;"
"AgU003600_v1.1";"1";"p2";"(AG)5";"10";828;837;"AgU003600";1503;"CY24B_HUMAN";"GO:0005887 // GO:0005739 // GO:0043020 // GO:0030670 // GO:0005886 // GO:0050660 // GO:0020037 // GO:0046872 // GO:0046982 // GO:0016175 // GO:0005244 // GO:0042590 // GO:0002479 // GO:0002474 // GO:0050665 // GO:0006954 // GO:0045087 // GO:0055114 // GO:0090382 // GO:0045730 // GO:0007264 // GO:0042554 // GO:0006801 // GO:0048010";"antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590);antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);hydrogen peroxide biosynthetic process (GO:0050665);inflammatory response (GO:0006954);innate immune response (GO:0045087);oxidation-reduction process (GO:0055114);phagosome maturation (GO:0090382);respiratory burst (GO:0045730);small GTPase mediated signal transduction (GO:0007264);superoxide anion generation (GO:0042554);superoxide metabolic process (GO:0006801);vascular endothelial growth factor receptor signaling pathway (GO:0048010);";"flavin adenine dinucleotide binding (GO:0050660);heme binding (GO:0020037);metal ion binding (GO:0046872);protein heterodimerization activity (GO:0046982);superoxide-generating NADPH oxidase activity (GO:0016175);voltage-gated ion channel activity (GO:0005244);";"integral component of plasma membrane (GO:0005887);mitochondrion (GO:0005739);NADPH oxidase complex (GO:0043020);phagocytic vesicle membrane (GO:0030670);plasma membrane (GO:0005886);";"3D-structure;Cell membrane;Chronic granulomatous disease;Complete proteome;Direct protein sequencing;Disease mutation;Electron transport;FAD;Flavoprotein;Glycoprotein;Heme;Ion channel;Ion transport;Iron;Membrane;Metal-binding;NADP;Oxidoreductase;Phosphoprotein;Polymorphism;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel.;"
"AgU003731_v1.1";"1";"p4";"(TATT)6";"24";1223;1246;"AgU003731";1486;"IL1B_EUMJU";"GO:0005776 // GO:0031410 // GO:0005829 // GO:0070062 // GO:0005615 // GO:0005764 // GO:0001660 // GO:0006955 // GO:0051781";"fever generation (GO:0001660);immune response (GO:0006955);positive regulation of cell division (GO:0051781);";"No_GOMF";"autophagosome (GO:0005776);cytoplasmic vesicle (GO:0031410);cytosol (GO:0005829);extracellular exosome (GO:0070062);extracellular space (GO:0005615);lysosome (GO:0005764);";"Cytokine;Cytoplasm;Cytoplasmic vesicle;Inflammatory response;Lysosome;Mitogen;Pyrogen;Secreted.;"
"AgU003752_v1.1";"1";"p2";"(GA)5";"10";687;696;"AgU003752";1483;"DICER_HUMAN";"GO:0033167 // GO:0030424 // GO:0005737 // GO:0005829 // GO:0030425 // GO:0005793 // GO:0030426 // GO:0035068 // GO:0005634 // GO:0070578 // GO:0005524 // GO:0004530 // GO:0003677 // GO:0003725 // GO:0004521 // GO:0004386 // GO:0046872 // GO:0035198 // GO:0070883 // GO:0019904 // GO:0004525 // GO:0035197 // GO:0001525 // GO:0006309 // GO:0048754 // GO:0055013 // GO:0061309 // GO:0051216 // GO:0021987 // GO:0036404 // GO:0033168 // GO:0051607 // GO:0035116 // GO:0061548 // GO:0010467 // GO:0031047 // GO:0071335 // GO:0031069 // GO:0060119 // GO:0060576 // GO:0030324 // GO:0035280 // GO:0048255 // GO:0035264 // GO:0014835 // GO:0010626 // GO:0000122 // GO:0021675 // GO:0048812 // GO:0021889 // GO:0032290 // GO:0010628 // GO:2000630 // GO:0031643 // GO:0014040 // GO:0009791 // GO:0031054 // GO:0035196 // GO:0030422 // GO:0051726 // GO:0070173 // GO:0010660 // GO:0045664 // GO:0048713 // GO:0045069 // GO:0048608 // GO:0090502 // GO:0035087 // GO:0021522 // GO:0051225 // GO:0048536 // GO:0019827 // GO:0030423 // GO:0010070";"angiogenesis (GO:0001525);apoptotic DNA fragmentation (GO:0006309);branching morphogenesis of an epithelial tube (GO:0048754);cardiac muscle cell development (GO:0055013);cardiac neural crest cell development involved in outflow tract morphogenesis (GO:0061309);cartilage development (GO:0051216);cerebral cortex development (GO:0021987);conversion of ds siRNA to ss siRNA (GO:0036404);conversion of ds siRNA to ss siRNA involved in RNA interference (GO:0033168);defense response to virus (GO:0051607);embryonic hindlimb morphogenesis (GO:0035116);ganglion development (GO:0061548);gene expression (GO:0010467);gene silencing by RNA (GO:0031047);hair follicle cell proliferation (GO:0071335);hair follicle morphogenesis (GO:0031069);inner ear receptor cell development (GO:0060119);intestinal epithelial cell development (GO:0060576);lung development (GO:0030324);miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280);mRNA stabilization (GO:0048255);multicellular organism growth (GO:0035264);myoblast differentiation involved in skeletal muscle regeneration (GO:0014835);negative regulation of Schwann cell proliferation (GO:0010626);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);nerve development (GO:0021675);neuron projection morphogenesis (GO:0048812);olfactory bulb interneuron differentiation (GO:0021889);peripheral nervous system myelin formation (GO:0032290);positive regulation of gene expression (GO:0010628);positive regulation of miRNA metabolic process (GO:2000630);positive regulation of myelination (GO:0031643);positive regulation of Schwann cell differentiation (GO:0014040);post-embryonic development (GO:0009791);pre-miRNA processing (GO:0031054);production of miRNAs involved in gene silencing by miRNA (GO:0035196);production of siRNA involved in RNA interference (GO:0030422);regulation of cell cycle (GO:0051726);regulation of enamel mineralization (GO:0070173);regulation of muscle cell apoptotic process (GO:0010660);regulation of neuron differentiation (GO:0045664);regulation of oligodendrocyte differentiation (GO:0048713);regulation of viral genome replication (GO:0045069);reproductive structure development (GO:0048608);RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502);siRNA loading onto RISC involved in RNA interference (GO:0035087);spinal cord motor neuron differentiation (GO:0021522);spindle assembly (GO:0051225);spleen development (GO:0048536);stem cell population maintenance (GO:0019827);targeting of mRNA for destruction involved in RNA interference (GO:0030423);zygote asymmetric cell division (GO:0010070);";"ATP binding (GO:0005524);deoxyribonuclease I activity (GO:0004530);DNA binding (GO:0003677);double-stranded RNA binding (GO:0003725);endoribonuclease activity (GO:0004521);helicase activity (GO:0004386);metal ion binding (GO:0046872);miRNA binding (GO:0035198);pre-miRNA binding (GO:0070883);protein domain specific binding (GO:0019904);ribonuclease III activity (GO:0004525);siRNA binding (GO:0035197);";"ARC complex (GO:0033167);axon (GO:0030424);cytoplasm (GO:0005737);cytosol (GO:0005829);dendrite (GO:0030425);endoplasmic reticulum-Golgi intermediate compartment (GO:0005793);growth cone (GO:0030426);micro-ribonucleoprotein complex (GO:0035068);nucleus (GO:0005634);RISC-loading complex (GO:0070578);";"3D-structure;Alternative splicing;ATP-binding;Complete proteome;Cytoplasm;Disease mutation;Endonuclease;Helicase;Hydrolase;Magnesium;Manganese;Metal-binding;Nuclease;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;RNA-binding;RNA-mediated gene silencing.;"
"AgU003880_v1.1";"1";"p2";"(AC)12";"24";504;527;"AgU003880";1458;"SNAI2_MOUSE";"GO:0005737 // GO:0000790 // GO:0005634 // GO:0003682 // GO:0046872 // GO:0043565 // GO:0003705 // GO:0001078 // GO:0060070 // GO:0060536 // GO:0016477 // GO:0003273 // GO:0071364 // GO:0044344 // GO:0071479 // GO:0036120 // GO:0035921 // GO:0001837 // GO:0003198 // GO:0060429 // GO:2000811 // GO:0043066 // GO:0090090 // GO:0035414 // GO:0006933 // GO:1900387 // GO:0032331 // GO:0043518 // GO:2001240 // GO:1902230 // GO:0010839 // GO:2000647 // GO:0000122 // GO:0010957 // GO:0070563 // GO:0014032 // GO:0007219 // GO:0001649 // GO:0060021 // GO:0043473 // GO:0030335 // GO:2001028 // GO:0045600 // GO:0035066 // GO:0042981 // GO:2000810 // GO:0060693 // GO:0032642 // GO:0045667 // GO:0009314 // GO:0007605 // GO:0006351 // GO:0050872 // GO:0044319";"canonical Wnt signaling pathway (GO:0060070);cartilage morphogenesis (GO:0060536);cell migration (GO:0016477);cell migration involved in endocardial cushion formation (GO:0003273);cellular response to epidermal growth factor stimulus (GO:0071364);cellular response to fibroblast growth factor stimulus (GO:0044344);cellular response to ionizing radiation (GO:0071479);cellular response to platelet-derived growth factor stimulus (GO:0036120);desmosome disassembly (GO:0035921);epithelial to mesenchymal transition (GO:0001837);epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198);epithelium development (GO:0060429);negative regulation of anoikis (GO:2000811);negative regulation of apoptotic process (GO:0043066);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of catenin import into nucleus (GO:0035414);negative regulation of cell adhesion involved in substrate-bound cell migration (GO:0006933);negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter (GO:1900387);negative regulation of chondrocyte differentiation (GO:0032331);negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518);negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240);negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230);negative regulation of keratinocyte proliferation (GO:0010839);negative regulation of stem cell proliferation (GO:2000647);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);negative regulation of vitamin D biosynthetic process (GO:0010957);negative regulation of vitamin D receptor signaling pathway (GO:0070563);neural crest cell development (GO:0014032);Notch signaling pathway (GO:0007219);osteoblast differentiation (GO:0001649);palate development (GO:0060021);pigmentation (GO:0043473);positive regulation of cell migration (GO:0030335);positive regulation of endothelial cell chemotaxis (GO:2001028);positive regulation of fat cell differentiation (GO:0045600);positive regulation of histone acetylation (GO:0035066);regulation of apoptotic process (GO:0042981);regulation of bicellular tight junction assembly (GO:2000810);regulation of branching involved in salivary gland morphogenesis (GO:0060693);regulation of chemokine production (GO:0032642);regulation of osteoblast differentiation (GO:0045667);response to radiation (GO:0009314);sensory perception of sound (GO:0007605);transcription, DNA-templated (GO:0006351);white fat cell differentiation (GO:0050872);wound healing, spreading of cells (GO:0044319);";"chromatin binding (GO:0003682);metal ion binding (GO:0046872);sequence-specific DNA binding (GO:0043565);transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705);transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078);";"cytoplasm (GO:0005737);nuclear chromatin (GO:0000790);nucleus (GO:0005634);";"Complete proteome;Cytoplasm;Developmental protein;DNA-binding;Metal-binding;Nucleus;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger.;"
"AgU004117_v1.1";"1";"p2";"(TA)5";"10";1207;1216;"AgU004117";1410;"I23O1_HUMAN";"GO:0005829 // GO:0030485 // GO:0032421 // GO:0009055 // GO:0020037 // GO:0033754 // GO:0046872 // GO:0004833 // GO:0034641 // GO:0002534 // GO:0007565 // GO:0002376 // GO:0034276 // GO:0033555 // GO:0032693 // GO:0070233 // GO:0042130 // GO:0002678 // GO:0032735 // GO:0070234 // GO:0002666 // GO:0002830 // GO:0032496 // GO:0044281 // GO:0036269 // GO:0006569 // GO:0019441";"cellular nitrogen compound metabolic process (GO:0034641);cytokine production involved in inflammatory response (GO:0002534);female pregnancy (GO:0007565);immune system process (GO:0002376);kynurenic acid biosynthetic process (GO:0034276);multicellular organismal response to stress (GO:0033555);negative regulation of interleukin-10 production (GO:0032693);negative regulation of T cell apoptotic process (GO:0070233);negative regulation of T cell proliferation (GO:0042130);positive regulation of chronic inflammatory response (GO:0002678);positive regulation of interleukin-12 production (GO:0032735);positive regulation of T cell apoptotic process (GO:0070234);positive regulation of T cell tolerance induction (GO:0002666);positive regulation of type 2 immune response (GO:0002830);response to lipopolysaccharide (GO:0032496);small molecule metabolic process (GO:0044281);swimming behavior (GO:0036269);tryptophan catabolic process (GO:0006569);tryptophan catabolic process to kynurenine (GO:0019441);";"electron carrier activity (GO:0009055);heme binding (GO:0020037);indoleamine 2,3-dioxygenase activity (GO:0033754);metal ion binding (GO:0046872);tryptophan 2,3-dioxygenase activity (GO:0004833);";"cytosol (GO:0005829);smooth muscle contractile fiber (GO:0030485);stereocilium bundle (GO:0032421);";"3D-structure;Complete proteome;Cytoplasm;Dioxygenase;Direct protein sequencing;Heme;Immunity;Iron;Metal-binding;Oxidoreductase;Polymorphism;Reference proteome;Tryptophan catabolism.;"
"AgU004295_v1.1";"1";"p2";"(TC)5";"10";1124;1133;"AgU004295";1388;"HOIL1_HUMAN";"GO:0005829 // GO:0071797 // GO:0016874 // GO:0043130 // GO:0004842 // GO:0008270 // GO:0007166 // GO:0007249 // GO:0060546 // GO:0032088 // GO:2001238 // GO:0043123 // GO:0042346 // GO:0051092 // GO:0043161 // GO:0097039 // GO:0000209 // GO:0010803 // GO:0050852 // GO:0033209 // GO:0016032";"cell surface receptor signaling pathway (GO:0007166);I-kappaB kinase/NF-kappaB signaling (GO:0007249);negative regulation of necroptotic process (GO:0060546);negative regulation of NF-kappaB transcription factor activity (GO:0032088);positive regulation of extrinsic apoptotic signaling pathway (GO:2001238);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of NF-kappaB import into nucleus (GO:0042346);positive regulation of NF-kappaB transcription factor activity (GO:0051092);proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161);protein linear polyubiquitination (GO:0097039);protein polyubiquitination (GO:0000209);regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803);T cell receptor signaling pathway (GO:0050852);tumor necrosis factor-mediated signaling pathway (GO:0033209);viral process (GO:0016032);";"ligase activity (GO:0016874);ubiquitin binding (GO:0043130);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);";"cytosol (GO:0005829);LUBAC complex (GO:0071797);";"3D-structure;Acetylation;Alternative splicing;Coiled coil;Complete proteome;Disease mutation;Host-virus interaction;Ligase;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU004366_v1.1";"1";"p3";"(CTC)6";"18";223;240;"AgU004366";1376;"RAGE_BOVIN";"GO:0016021 // GO:0006954";"inflammatory response (GO:0006954);";"No_GOMF";"integral component of membrane (GO:0016021);";"Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunoglobulin domain;Inflammatory response;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU004826_v1.1";"1";"p2";"(AT)7";"14";886;899;"AgU004826";1302;"FBX9_HUMAN";"GO:0005737 // GO:0019005 // GO:0000151 // GO:0004842 // GO:0045444 // GO:0045087 // GO:0016567 // GO:0032006 // GO:0031146";"fat cell differentiation (GO:0045444);innate immune response (GO:0045087);protein ubiquitination (GO:0016567);regulation of TOR signaling (GO:0032006);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146);";"ubiquitin-protein transferase activity (GO:0004842);";"cytoplasm (GO:0005737);SCF ubiquitin ligase complex (GO:0019005);ubiquitin ligase complex (GO:0000151);";"Alternative splicing;Complete proteome;Cytoplasm;Phosphoprotein;Reference proteome;TPR repeat;Ubl conjugation pathway.;"
"AgU005175_v1.1";"1";"p2";"(AT)7";"14";304;317;"AgU005175";1264;"ID2_PONAB";"GO:0005813 // GO:0005737 // GO:0005829 // GO:0005654 // GO:0043234 // GO:0060612 // GO:0003166 // GO:0048469 // GO:0071285 // GO:0090398 // GO:0032922 // GO:0048557 // GO:0061031 // GO:0043153 // GO:0043353 // GO:0061030 // GO:0045475 // GO:0060749 // GO:0033598 // GO:0003149 // GO:0001656 // GO:0001779 // GO:0045578 // GO:0043392 // GO:0010629 // GO:2000178 // GO:0045665 // GO:0048715 // GO:0045668 // GO:0043433 // GO:0000122 // GO:0045892 // GO:0048663 // GO:0021772 // GO:0014003 // GO:0048541 // GO:0048711 // GO:0045777 // GO:0071158 // GO:0045648 // GO:0045600 // GO:0010628 // GO:0045651 // GO:0048661 // GO:0045893 // GO:0042752 // GO:2000045 // GO:0019216 // GO:0006351";"adipose tissue development (GO:0060612);bundle of His development (GO:0003166);cell maturation (GO:0048469);cellular response to lithium ion (GO:0071285);cellular senescence (GO:0090398);circadian regulation of gene expression (GO:0032922);embryonic digestive tract morphogenesis (GO:0048557);endodermal digestive tract morphogenesis (GO:0061031);entrainment of circadian clock by photoperiod (GO:0043153);enucleate erythrocyte differentiation (GO:0043353);epithelial cell differentiation involved in mammary gland alveolus development (GO:0061030);locomotor rhythm (GO:0045475);mammary gland alveolus development (GO:0060749);mammary gland epithelial cell proliferation (GO:0033598);membranous septum morphogenesis (GO:0003149);metanephros development (GO:0001656);natural killer cell differentiation (GO:0001779);negative regulation of B cell differentiation (GO:0045578);negative regulation of DNA binding (GO:0043392);negative regulation of gene expression (GO:0010629);negative regulation of neural precursor cell proliferation (GO:2000178);negative regulation of neuron differentiation (GO:0045665);negative regulation of oligodendrocyte differentiation (GO:0048715);negative regulation of osteoblast differentiation (GO:0045668);negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);negative regulation of transcription, DNA-templated (GO:0045892);neuron fate commitment (GO:0048663);olfactory bulb development (GO:0021772);oligodendrocyte development (GO:0014003);Peyer's patch development (GO:0048541);positive regulation of astrocyte differentiation (GO:0048711);positive regulation of blood pressure (GO:0045777);positive regulation of cell cycle arrest (GO:0071158);positive regulation of erythrocyte differentiation (GO:0045648);positive regulation of fat cell differentiation (GO:0045600);positive regulation of gene expression (GO:0010628);positive regulation of macrophage differentiation (GO:0045651);positive regulation of smooth muscle cell proliferation (GO:0048661);positive regulation of transcription, DNA-templated (GO:0045893);regulation of circadian rhythm (GO:0042752);regulation of G1/S transition of mitotic cell cycle (GO:2000045);regulation of lipid metabolic process (GO:0019216);transcription, DNA-templated (GO:0006351);";"No_GOMF";"centrosome (GO:0005813);cytoplasm (GO:0005737);cytosol (GO:0005829);nucleoplasm (GO:0005654);protein complex (GO:0043234);";"Biological rhythms;Complete proteome;Cytoplasm;Developmental protein;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation.;"
"AgU005564_v1.1";"1";"p2";"(AG)5";"10";1082;1091;"AgU005564";1215;"TRIM5_ATEGE";"GO:0000932 // GO:0005634 // GO:0016874 // GO:0008329 // GO:0004842 // GO:0008270 // GO:0002218 // GO:0006914 // GO:0051607 // GO:0045087 // GO:0002221 // GO:0043123 // GO:0043410 // GO:0051092 // GO:0070534 // GO:0031664";"activation of innate immune response (GO:0002218);autophagy (GO:0006914);defense response to virus (GO:0051607);innate immune response (GO:0045087);pattern recognition receptor signaling pathway (GO:0002221);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of MAPK cascade (GO:0043410);positive regulation of NF-kappaB transcription factor activity (GO:0051092);protein K63-linked ubiquitination (GO:0070534);regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664);";"ligase activity (GO:0016874);signaling pattern recognition receptor activity (GO:0008329);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);";"cytoplasmic mRNA processing body (GO:0000932);nucleus (GO:0005634);";"Acetylation;Antiviral defense;Autophagy;Coiled coil;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Nucleus;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU005573_v1.1";"1";"p3";"(CCG)5";"15";193;207;"AgU005573";1215;"TNR1A_HUMAN";"GO:0009986 // GO:0005576 // GO:0005615 // GO:0000139 // GO:0005887 // GO:0045121 // GO:0005739 // GO:0005886 // GO:0043235 // GO:0043120 // GO:0005031 // GO:0007166 // GO:0071260 // GO:0019221 // GO:0071550 // GO:0042742 // GO:0090002 // GO:0008625 // GO:0007249 // GO:0006955 // GO:0006954 // GO:0008630 // GO:0007275 // GO:0050728 // GO:2000304 // GO:0043123 // GO:0050729 // GO:0045944 // GO:0042511 // GO:0006693 // GO:0042981 // GO:0042127 // GO:1903140 // GO:0010803 // GO:0032496 // GO:0033209 // GO:0016032";"cell surface receptor signaling pathway (GO:0007166);cellular response to mechanical stimulus (GO:0071260);cytokine-mediated signaling pathway (GO:0019221);death-inducing signaling complex assembly (GO:0071550);defense response to bacterium (GO:0042742);establishment of protein localization to plasma membrane (GO:0090002);extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625);I-kappaB kinase/NF-kappaB signaling (GO:0007249);immune response (GO:0006955);inflammatory response (GO:0006954);intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630);multicellular organismal development (GO:0007275);negative regulation of inflammatory response (GO:0050728);positive regulation of ceramide biosynthetic process (GO:2000304);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of inflammatory response (GO:0050729);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of tyrosine phosphorylation of Stat1 protein (GO:0042511);prostaglandin metabolic process (GO:0006693);regulation of apoptotic process (GO:0042981);regulation of cell proliferation (GO:0042127);regulation of establishment of endothelial barrier (GO:1903140);regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803);response to lipopolysaccharide (GO:0032496);tumor necrosis factor-mediated signaling pathway (GO:0033209);viral process (GO:0016032);";"tumor necrosis factor binding (GO:0043120);tumor necrosis factor-activated receptor activity (GO:0005031);";"cell surface (GO:0009986);extracellular region (GO:0005576);extracellular space (GO:0005615);Golgi membrane (GO:0000139);integral component of plasma membrane (GO:0005887);membrane raft (GO:0045121);mitochondrion (GO:0005739);plasma membrane (GO:0005886);receptor complex (GO:0043235);";"3D-structure;Alternative splicing;Amyloidosis;Apoptosis;Cell membrane;Cleavage on pair of basic residues;Complete proteome;Direct protein sequencing;Disease mutation;Disulfide bond;Glycoprotein;Golgi apparatus;Host-virus interaction;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix.;"
